gene,group
C7orf59,broadly_reactive_cysteine
GALNT2,broadly_reactive_cysteine
AP1B1,broadly_reactive_cysteine
CPSF1,broadly_reactive_cysteine
PMPCA,broadly_reactive_cysteine
SCRN1,broadly_reactive_cysteine
HMGXB3,broadly_reactive_cysteine
KIAA0195,broadly_reactive_cysteine
KIAA0196,broadly_reactive_cysteine
NUP160,broadly_reactive_cysteine
SREBF2,broadly_reactive_cysteine
ARHGEF5,broadly_reactive_cysteine
FOXO1,broadly_reactive_cysteine
TBL3,broadly_reactive_cysteine
GTF3C1,broadly_reactive_cysteine
TFCP2,broadly_reactive_cysteine
AKAP13,broadly_reactive_cysteine
SMARCB1,broadly_reactive_cysteine
BPTF,broadly_reactive_cysteine
CDC20,broadly_reactive_cysteine
STX4,broadly_reactive_cysteine
GRSF1,broadly_reactive_cysteine
MAP4K2,broadly_reactive_cysteine
MAP3K12,broadly_reactive_cysteine
SFSWAP,broadly_reactive_cysteine
CHD3,broadly_reactive_cysteine
SF3A3,broadly_reactive_cysteine
DPYD,broadly_reactive_cysteine
TP53BP1,broadly_reactive_cysteine
IFRD2,broadly_reactive_cysteine
TRIM26,broadly_reactive_cysteine
AIMP1,broadly_reactive_cysteine
ILF2,broadly_reactive_cysteine
ILF3,broadly_reactive_cysteine
LMAN2,broadly_reactive_cysteine
LRMP,broadly_reactive_cysteine
PTPRJ,broadly_reactive_cysteine
KLRB1,broadly_reactive_cysteine
TRAP1,broadly_reactive_cysteine
TRAF2,broadly_reactive_cysteine
ANK3,broadly_reactive_cysteine
DLG1,broadly_reactive_cysteine
TAF10,broadly_reactive_cysteine
MYO1E,broadly_reactive_cysteine
NFATC3,broadly_reactive_cysteine
PTP4A2,broadly_reactive_cysteine
ABR,broadly_reactive_cysteine
NPRL3,broadly_reactive_cysteine
BNIP1,broadly_reactive_cysteine
BNIP2,broadly_reactive_cysteine
BNIP3,broadly_reactive_cysteine
NFX1,broadly_reactive_cysteine
CSTF3,broadly_reactive_cysteine
TIAM1,broadly_reactive_cysteine
ECH1,broadly_reactive_cysteine
ARHGAP5,broadly_reactive_cysteine
PLA2R1,broadly_reactive_cysteine
PRDM2,broadly_reactive_cysteine
STRN3,broadly_reactive_cysteine
CDC16,broadly_reactive_cysteine
STK4,broadly_reactive_cysteine
FLII,broadly_reactive_cysteine
TRIM32,broadly_reactive_cysteine
COASY,broadly_reactive_cysteine
TRAF1,broadly_reactive_cysteine
MRPL28,broadly_reactive_cysteine
ACACA,broadly_reactive_cysteine
LCP2,broadly_reactive_cysteine
GPS1,broadly_reactive_cysteine
USP4,broadly_reactive_cysteine
CHAF1A,broadly_reactive_cysteine
CHAF1B,broadly_reactive_cysteine
TRAF3,broadly_reactive_cysteine
DUSP4,broadly_reactive_cysteine
KLF10,broadly_reactive_cysteine
IK,broadly_reactive_cysteine
MTAP,broadly_reactive_cysteine
REST,broadly_reactive_cysteine
RLF,broadly_reactive_cysteine
PRKAA1,broadly_reactive_cysteine
CALCOCO2,broadly_reactive_cysteine
EIF2B5,broadly_reactive_cysteine
TARDBP,broadly_reactive_cysteine
HNRNPA0,broadly_reactive_cysteine
AIMP2,broadly_reactive_cysteine
FADD,broadly_reactive_cysteine
PRDX4,broadly_reactive_cysteine
MAP2K5,broadly_reactive_cysteine
PAK2,broadly_reactive_cysteine
CBX3,broadly_reactive_cysteine
STX5,broadly_reactive_cysteine
CBLB,broadly_reactive_cysteine
PSMD2,broadly_reactive_cysteine
MMRN1,broadly_reactive_cysteine
DDX10,broadly_reactive_cysteine
ERCC8,broadly_reactive_cysteine
DNAJC3,broadly_reactive_cysteine
NME3,broadly_reactive_cysteine
MAP3K1,broadly_reactive_cysteine
SLA,broadly_reactive_cysteine
KLRD1,broadly_reactive_cysteine
SRSF9,broadly_reactive_cysteine
SRSF6,broadly_reactive_cysteine
MAD2L1,broadly_reactive_cysteine
PTGDR,broadly_reactive_cysteine
TRIM28,broadly_reactive_cysteine
DHRS2,broadly_reactive_cysteine
G3BP1,broadly_reactive_cysteine
NMI,broadly_reactive_cysteine
KCNAB2,broadly_reactive_cysteine
GPR17,broadly_reactive_cysteine
PABPC4,broadly_reactive_cysteine
ATM,broadly_reactive_cysteine
IFIT5,broadly_reactive_cysteine
MTA1,broadly_reactive_cysteine
SP140,broadly_reactive_cysteine
EIF3I,broadly_reactive_cysteine
ITGB3BP,broadly_reactive_cysteine
PPIL2,broadly_reactive_cysteine
PPP2R5C,broadly_reactive_cysteine
CTBP1,broadly_reactive_cysteine
PDE3B,broadly_reactive_cysteine
PDCL,broadly_reactive_cysteine
TARBP1,broadly_reactive_cysteine
UBE2V1,broadly_reactive_cysteine
ORC1,broadly_reactive_cysteine
ILK,broadly_reactive_cysteine
IKZF1,broadly_reactive_cysteine
NNT,broadly_reactive_cysteine
SNTA1,broadly_reactive_cysteine
SNTB2,broadly_reactive_cysteine
XRCC4,broadly_reactive_cysteine
PPIG,broadly_reactive_cysteine
TCOF1,broadly_reactive_cysteine
GOLGA4,broadly_reactive_cysteine
FKBP5,broadly_reactive_cysteine
MYO9B,broadly_reactive_cysteine
ROCK1,broadly_reactive_cysteine
NFATC2,broadly_reactive_cysteine
TOP3A,broadly_reactive_cysteine
IL18R1,broadly_reactive_cysteine
SMAD4,broadly_reactive_cysteine
TCIRG1,broadly_reactive_cysteine
BIRC3,broadly_reactive_cysteine
BIRC2,broadly_reactive_cysteine
MAMLD1,broadly_reactive_cysteine
MTM1,broadly_reactive_cysteine
SQSTM1,broadly_reactive_cysteine
MTX1,broadly_reactive_cysteine
NAB1,broadly_reactive_cysteine
TUBB3,broadly_reactive_cysteine
PRPF4B,broadly_reactive_cysteine
PIN1,broadly_reactive_cysteine
SERINC3,broadly_reactive_cysteine
ATR,broadly_reactive_cysteine
EIF4EBP1,broadly_reactive_cysteine
EIF4EBP2,broadly_reactive_cysteine
RIPK1,broadly_reactive_cysteine
HDAC1,broadly_reactive_cysteine
CAMK2G,broadly_reactive_cysteine
CAMK2D,broadly_reactive_cysteine
DCTN2,broadly_reactive_cysteine
PKD2,broadly_reactive_cysteine
NAE1,broadly_reactive_cysteine
IRF5,broadly_reactive_cysteine
TDG,broadly_reactive_cysteine
LAPTM5,broadly_reactive_cysteine
ITPK1,broadly_reactive_cysteine
SNW1,broadly_reactive_cysteine
DGKZ,broadly_reactive_cysteine
IQGAP2,broadly_reactive_cysteine
STIM1,broadly_reactive_cysteine
GRAP,broadly_reactive_cysteine
TRA2A,broadly_reactive_cysteine
SNX1,broadly_reactive_cysteine
KRR1,broadly_reactive_cysteine
PEX6,broadly_reactive_cysteine
PWP1,broadly_reactive_cysteine
MTMR1,broadly_reactive_cysteine
MTMR2,broadly_reactive_cysteine
MTMR3,broadly_reactive_cysteine
CUL1,broadly_reactive_cysteine
CUL2,broadly_reactive_cysteine
CUL3,broadly_reactive_cysteine
CUL4A,broadly_reactive_cysteine
CUL4B,broadly_reactive_cysteine
DYRK1A,broadly_reactive_cysteine
TSTA3,broadly_reactive_cysteine
FHL1,broadly_reactive_cysteine
FHL3,broadly_reactive_cysteine
IL10RA,broadly_reactive_cysteine
AAMP,broadly_reactive_cysteine
ALKBH1,broadly_reactive_cysteine
MOGS,broadly_reactive_cysteine
RUNX3,broadly_reactive_cysteine
THOC5,broadly_reactive_cysteine
NCOA4,broadly_reactive_cysteine
ARFRP1,broadly_reactive_cysteine
SHROOM2,broadly_reactive_cysteine
SPTAN1,broadly_reactive_cysteine
GNL2,broadly_reactive_cysteine
AUH,broadly_reactive_cysteine
DDX39B,broadly_reactive_cysteine
BLMH,broadly_reactive_cysteine
EXOSC2,broadly_reactive_cysteine
SNTB1,broadly_reactive_cysteine
GTF2H3,broadly_reactive_cysteine
BYSL,broadly_reactive_cysteine
RAPGEF1,broadly_reactive_cysteine
IDI1,broadly_reactive_cysteine
PDE7A,broadly_reactive_cysteine
RUNX2,broadly_reactive_cysteine
CBFB,broadly_reactive_cysteine
NFYC,broadly_reactive_cysteine
CDK13,broadly_reactive_cysteine
IL16,broadly_reactive_cysteine
CKAP5,broadly_reactive_cysteine
CAMK1,broadly_reactive_cysteine
COTL1,broadly_reactive_cysteine
RAB33A,broadly_reactive_cysteine
CCNI,broadly_reactive_cysteine
HNRNPD,broadly_reactive_cysteine
LRP8,broadly_reactive_cysteine
VEZF1,broadly_reactive_cysteine
VGLL4,broadly_reactive_cysteine
BOP1,broadly_reactive_cysteine
UBE4A,broadly_reactive_cysteine
6-Sep,broadly_reactive_cysteine
TRIM14,broadly_reactive_cysteine
KEAP1,broadly_reactive_cysteine
URB2,broadly_reactive_cysteine
DHX34,broadly_reactive_cysteine
MORC3,broadly_reactive_cysteine
SAFB2,broadly_reactive_cysteine
EIF3A,broadly_reactive_cysteine
FAM53B,broadly_reactive_cysteine
ARHGEF7,broadly_reactive_cysteine
EFR3A,broadly_reactive_cysteine
SCRIB,broadly_reactive_cysteine
GIT2,broadly_reactive_cysteine
IKBKE,broadly_reactive_cysteine
MLEC,broadly_reactive_cysteine
TTLL12,broadly_reactive_cysteine
POLA2,broadly_reactive_cysteine
TFDP1,broadly_reactive_cysteine
WRN,broadly_reactive_cysteine
ICT1,broadly_reactive_cysteine
ZMYM3,broadly_reactive_cysteine
DCTN1,broadly_reactive_cysteine
DYNC1H1,broadly_reactive_cysteine
NPAT,broadly_reactive_cysteine
EIF2B1,broadly_reactive_cysteine
EIF4A2,broadly_reactive_cysteine
TCEB3,broadly_reactive_cysteine
SELPLG,broadly_reactive_cysteine
CTTN,broadly_reactive_cysteine
FLOT2,broadly_reactive_cysteine
TRIM25,broadly_reactive_cysteine
PTK2B,broadly_reactive_cysteine
FASTK,broadly_reactive_cysteine
FKBP8,broadly_reactive_cysteine
FRG1,broadly_reactive_cysteine
GNA13,broadly_reactive_cysteine
GAMT,broadly_reactive_cysteine
GALE,broadly_reactive_cysteine
PIGH,broadly_reactive_cysteine
CAPRIN1,broadly_reactive_cysteine
BECN1,broadly_reactive_cysteine
SLBP,broadly_reactive_cysteine
RBM39,broadly_reactive_cysteine
NEDD9,broadly_reactive_cysteine
HABP2,broadly_reactive_cysteine
HLTF,broadly_reactive_cysteine
PDIA5,broadly_reactive_cysteine
PRPSAP1,broadly_reactive_cysteine
DHX8,broadly_reactive_cysteine
MCM6,broadly_reactive_cysteine
ITPR2,broadly_reactive_cysteine
ITPR3,broadly_reactive_cysteine
ZNF266,broadly_reactive_cysteine
ZNF267,broadly_reactive_cysteine
NBR1,broadly_reactive_cysteine
ITPR1,broadly_reactive_cysteine
RASA3,broadly_reactive_cysteine
PLS1,broadly_reactive_cysteine
IRF3,broadly_reactive_cysteine
LAGE3,broadly_reactive_cysteine
KIAA0100,broadly_reactive_cysteine
TRIP12,broadly_reactive_cysteine
PUM1,broadly_reactive_cysteine
ESPL1,broadly_reactive_cysteine
MDC1,broadly_reactive_cysteine
KANK1,broadly_reactive_cysteine
TTLL4,broadly_reactive_cysteine
MELK,broadly_reactive_cysteine
SMC1A,broadly_reactive_cysteine
RRP1B,broadly_reactive_cysteine
NCOA6,broadly_reactive_cysteine
GSE1,broadly_reactive_cysteine
DIP2A,broadly_reactive_cysteine
PDCD11,broadly_reactive_cysteine
BMS1,broadly_reactive_cysteine
LPIN1,broadly_reactive_cysteine
USP10,broadly_reactive_cysteine
MESDC2,broadly_reactive_cysteine
GANAB,broadly_reactive_cysteine
RFTN1,broadly_reactive_cysteine
PPP2R5D,broadly_reactive_cysteine
LBR,broadly_reactive_cysteine
COG2,broadly_reactive_cysteine
PTPRCAP,broadly_reactive_cysteine
MVP,broadly_reactive_cysteine
STAT4,broadly_reactive_cysteine
CBX2,broadly_reactive_cysteine
GOLGB1,broadly_reactive_cysteine
CASP8,broadly_reactive_cysteine
NAA30,broadly_reactive_cysteine
KIF22,broadly_reactive_cysteine
MEF2D,broadly_reactive_cysteine
CHD4,broadly_reactive_cysteine
LASP1,broadly_reactive_cysteine
STARD3,broadly_reactive_cysteine
ARID5B,broadly_reactive_cysteine
MTF1,broadly_reactive_cysteine
PTGR1,broadly_reactive_cysteine
DRAP1,broadly_reactive_cysteine
ZNF638,broadly_reactive_cysteine
KPNB1,broadly_reactive_cysteine
NUMA1,broadly_reactive_cysteine
NR1D2,broadly_reactive_cysteine
PSME4,broadly_reactive_cysteine
CUL7,broadly_reactive_cysteine
SHPRH,broadly_reactive_cysteine
SLMAP,broadly_reactive_cysteine
GAPVD1,broadly_reactive_cysteine
UBXN2B,broadly_reactive_cysteine
ATXN7L3,broadly_reactive_cysteine
NAA25,broadly_reactive_cysteine
C16orf72,broadly_reactive_cysteine
FASTKD3,broadly_reactive_cysteine
NCAPH,broadly_reactive_cysteine
KIAA0101,broadly_reactive_cysteine
SPCS2,broadly_reactive_cysteine
WTAP,broadly_reactive_cysteine
PSMD6,broadly_reactive_cysteine
HERPUD1,broadly_reactive_cysteine
MAD2L1BP,broadly_reactive_cysteine
MORF4L2,broadly_reactive_cysteine
FAM175B,broadly_reactive_cysteine
2-Sep,broadly_reactive_cysteine
SART3,broadly_reactive_cysteine
NCAPD2,broadly_reactive_cysteine
SUZ12,broadly_reactive_cysteine
EXOSC7,broadly_reactive_cysteine
TNIP1,broadly_reactive_cysteine
ACAP1,broadly_reactive_cysteine
EFTUD2,broadly_reactive_cysteine
LARS2,broadly_reactive_cysteine
R3HDM1,broadly_reactive_cysteine
HERC3,broadly_reactive_cysteine
SNX17,broadly_reactive_cysteine
DAZAP2,broadly_reactive_cysteine
JOSD1,broadly_reactive_cysteine
RAB3GAP1,broadly_reactive_cysteine
SLC39A14,broadly_reactive_cysteine
KARS,broadly_reactive_cysteine
SETDB1,broadly_reactive_cysteine
LRRC14,broadly_reactive_cysteine
RRS1,broadly_reactive_cysteine
IQCB1,broadly_reactive_cysteine
ARHGEF6,broadly_reactive_cysteine
KIAA0040,broadly_reactive_cysteine
POLD3,broadly_reactive_cysteine
EIF4H,broadly_reactive_cysteine
ACAP2,broadly_reactive_cysteine
KIF14,broadly_reactive_cysteine
BRD3,broadly_reactive_cysteine
WDR43,broadly_reactive_cysteine
ACOX1,broadly_reactive_cysteine
OXA1L,broadly_reactive_cysteine
EEA1,broadly_reactive_cysteine
NCF4,broadly_reactive_cysteine
PDIA6,broadly_reactive_cysteine
PAFAH1B3,broadly_reactive_cysteine
PDCD1,broadly_reactive_cysteine
PDK1,broadly_reactive_cysteine
PDK2,broadly_reactive_cysteine
PDK3,broadly_reactive_cysteine
PMVK,broadly_reactive_cysteine
PLEC,broadly_reactive_cysteine
PCM1,broadly_reactive_cysteine
PON2,broadly_reactive_cysteine
PPP2R5A,broadly_reactive_cysteine
PPP2R5B,broadly_reactive_cysteine
PPA1,broadly_reactive_cysteine
PTGES3,broadly_reactive_cysteine
STK38,broadly_reactive_cysteine
NONO,broadly_reactive_cysteine
PPP2R4,broadly_reactive_cysteine
PWP2,broadly_reactive_cysteine
RABEP1,broadly_reactive_cysteine
RASA2,broadly_reactive_cysteine
RAB35,broadly_reactive_cysteine
RBBP5,broadly_reactive_cysteine
IRF4,broadly_reactive_cysteine
RALBP1,broadly_reactive_cysteine
LLGL1,broadly_reactive_cysteine
LRRC41,broadly_reactive_cysteine
TTF1,broadly_reactive_cysteine
TMED2,broadly_reactive_cysteine
PCBP1,broadly_reactive_cysteine
PCBP2,broadly_reactive_cysteine
TCEB1,broadly_reactive_cysteine
TCEB2,broadly_reactive_cysteine
UBE3C,broadly_reactive_cysteine
MTFR1,broadly_reactive_cysteine
DHCR24,broadly_reactive_cysteine
SF3B3,broadly_reactive_cysteine
KIAA0020,broadly_reactive_cysteine
DLGAP5,broadly_reactive_cysteine
CNN3,broadly_reactive_cysteine
RPS6KA1,broadly_reactive_cysteine
SAFB,broadly_reactive_cysteine
PPP1R7,broadly_reactive_cysteine
SEC23A,broadly_reactive_cysteine
SEC23B,broadly_reactive_cysteine
CYTH1,broadly_reactive_cysteine
SF3A1,broadly_reactive_cysteine
STIL,broadly_reactive_cysteine
SKIV2L,broadly_reactive_cysteine
RGN,broadly_reactive_cysteine
SURF1,broadly_reactive_cysteine
SURF2,broadly_reactive_cysteine
MED22,broadly_reactive_cysteine
SS18,broadly_reactive_cysteine
TAF5,broadly_reactive_cysteine
TAF7,broadly_reactive_cysteine
TERF2,broadly_reactive_cysteine
MAPRE2,broadly_reactive_cysteine
TCEA2,broadly_reactive_cysteine
TESK1,broadly_reactive_cysteine
TAF1C,broadly_reactive_cysteine
NCOA2,broadly_reactive_cysteine
TRADD,broadly_reactive_cysteine
TSN,broadly_reactive_cysteine
TARBP2,broadly_reactive_cysteine
SF1,broadly_reactive_cysteine
TRIP11,broadly_reactive_cysteine
TRIP13,broadly_reactive_cysteine
OASL,broadly_reactive_cysteine
MED1,broadly_reactive_cysteine
ZNHIT3,broadly_reactive_cysteine
TRIP4,broadly_reactive_cysteine
JMJD1C,broadly_reactive_cysteine
NFKBIB,broadly_reactive_cysteine
TRIP6,broadly_reactive_cysteine
RHOH,broadly_reactive_cysteine
MAPRE1,broadly_reactive_cysteine
ZNF174,broadly_reactive_cysteine
ELF2,broadly_reactive_cysteine
NSDHL,broadly_reactive_cysteine
NAB2,broadly_reactive_cysteine
GPR68,broadly_reactive_cysteine
TAB1,broadly_reactive_cysteine
HERC1,broadly_reactive_cysteine
SLC1A5,broadly_reactive_cysteine
CD226,broadly_reactive_cysteine
RAB30,broadly_reactive_cysteine
SPEG,broadly_reactive_cysteine
ZNF192,broadly_reactive_cysteine
TOMM34,broadly_reactive_cysteine
NCOA1,broadly_reactive_cysteine
SMAD2,broadly_reactive_cysteine
TBCE,broadly_reactive_cysteine
TBCC,broadly_reactive_cysteine
NPTX1,broadly_reactive_cysteine
UBE2V2,broadly_reactive_cysteine
STK11,broadly_reactive_cysteine
STXBP2,broadly_reactive_cysteine
CCDC85B,broadly_reactive_cysteine
USF2,broadly_reactive_cysteine
VPS72,broadly_reactive_cysteine
EZH2,broadly_reactive_cysteine
ZNF77,broadly_reactive_cysteine
ZNF79,broadly_reactive_cysteine
ZYX,broadly_reactive_cysteine
ZNF124,broadly_reactive_cysteine
ETFDH,broadly_reactive_cysteine
7-Sep,broadly_reactive_cysteine
ADRM1,broadly_reactive_cysteine
UAP1,broadly_reactive_cysteine
E2F4,broadly_reactive_cysteine
PDCD2,broadly_reactive_cysteine
PSMD5,broadly_reactive_cysteine
PKN1,broadly_reactive_cysteine
PKN2,broadly_reactive_cysteine
TAF12,broadly_reactive_cysteine
DDB1,broadly_reactive_cysteine
PPP2R5E,broadly_reactive_cysteine
MAPK14,broadly_reactive_cysteine
CDC37,broadly_reactive_cysteine
BCL2A1,broadly_reactive_cysteine
DPYSL2,broadly_reactive_cysteine
SYPL1,broadly_reactive_cysteine
CAMK4,broadly_reactive_cysteine
RBBP7,broadly_reactive_cysteine
C3AR1,broadly_reactive_cysteine
MAP3K11,broadly_reactive_cysteine
BAK1,broadly_reactive_cysteine
SRSF7,broadly_reactive_cysteine
CPSF6,broadly_reactive_cysteine
TAZ,broadly_reactive_cysteine
SMN2,broadly_reactive_cysteine
DBN1,broadly_reactive_cysteine
MAPKAPK3,broadly_reactive_cysteine
PTGIS,broadly_reactive_cysteine
NRF1,broadly_reactive_cysteine
FSCN1,broadly_reactive_cysteine
HIF1A,broadly_reactive_cysteine
IFI16,broadly_reactive_cysteine
CDKN3,broadly_reactive_cysteine
HIST3H3,broadly_reactive_cysteine
DECR1,broadly_reactive_cysteine
MAN2A1,broadly_reactive_cysteine
NDUFA5,broadly_reactive_cysteine
DGKD,broadly_reactive_cysteine
TST,broadly_reactive_cysteine
UBE2S,broadly_reactive_cysteine
GUK1,broadly_reactive_cysteine
HAGH,broadly_reactive_cysteine
PCK2,broadly_reactive_cysteine
DUSP6,broadly_reactive_cysteine
DUSP7,broadly_reactive_cysteine
UPP1,broadly_reactive_cysteine
HADH,broadly_reactive_cysteine
CYP51A1,broadly_reactive_cysteine
UGP2,broadly_reactive_cysteine
DGUOK,broadly_reactive_cysteine
PFKFB3,broadly_reactive_cysteine
PFKFB4,broadly_reactive_cysteine
TXNRD1,broadly_reactive_cysteine
IMMT,broadly_reactive_cysteine
FAM98C,broadly_reactive_cysteine
C16orf88,broadly_reactive_cysteine
C7orf60,broadly_reactive_cysteine
INF2,broadly_reactive_cysteine
PDS5A,broadly_reactive_cysteine
KIAA0753,broadly_reactive_cysteine
CLEC16A,broadly_reactive_cysteine
KIAA1109,broadly_reactive_cysteine
KIF7,broadly_reactive_cysteine
ARHGAP31,broadly_reactive_cysteine
MTHFSD,broadly_reactive_cysteine
AAK1,broadly_reactive_cysteine
KIAA1033,broadly_reactive_cysteine
CTC1,broadly_reactive_cysteine
ERCC6L,broadly_reactive_cysteine
TSR1,broadly_reactive_cysteine
VMAC,broadly_reactive_cysteine
RALGAPA2,broadly_reactive_cysteine
DPY19L1,broadly_reactive_cysteine
TYSND1,broadly_reactive_cysteine
IAH1,broadly_reactive_cysteine
ALG11,broadly_reactive_cysteine
MUM1,broadly_reactive_cysteine
QRICH1,broadly_reactive_cysteine
SMU1,broadly_reactive_cysteine
ATG2A,broadly_reactive_cysteine
ZNF800,broadly_reactive_cysteine
ASTE1,broadly_reactive_cysteine
CWF19L2,broadly_reactive_cysteine
AP5B1,broadly_reactive_cysteine
CTU2,broadly_reactive_cysteine
UVSSA,broadly_reactive_cysteine
ZNF699,broadly_reactive_cysteine
C15orf32,broadly_reactive_cysteine
LRRFIP1,broadly_reactive_cysteine
PGS1,broadly_reactive_cysteine
C18orf21,broadly_reactive_cysteine
EML3,broadly_reactive_cysteine
NDUFAF6,broadly_reactive_cysteine
TWISTNB,broadly_reactive_cysteine
GFOD2,broadly_reactive_cysteine
EDRF1,broadly_reactive_cysteine
ZNF791,broadly_reactive_cysteine
MAP7D1,broadly_reactive_cysteine
ZNF792,broadly_reactive_cysteine
UAP1L1,broadly_reactive_cysteine
GRAMD1B,broadly_reactive_cysteine
CHD9,broadly_reactive_cysteine
DAK,broadly_reactive_cysteine
LSM12,broadly_reactive_cysteine
TBC1D25,broadly_reactive_cysteine
ADCK5,broadly_reactive_cysteine
HSDL1,broadly_reactive_cysteine
ALDH1L2,broadly_reactive_cysteine
GON4L,broadly_reactive_cysteine
TBRG1,broadly_reactive_cysteine
RABL6,broadly_reactive_cysteine
TIMM50,broadly_reactive_cysteine
PARP15,broadly_reactive_cysteine
PARP14,broadly_reactive_cysteine
CCDC37,broadly_reactive_cysteine
TIGIT,broadly_reactive_cysteine
TRIM60,broadly_reactive_cysteine
ZNF672,broadly_reactive_cysteine
GLYR1,broadly_reactive_cysteine
TTC31,broadly_reactive_cysteine
C5orf22,broadly_reactive_cysteine
MAP9,broadly_reactive_cysteine
C2CD3,broadly_reactive_cysteine
KIAA1432,broadly_reactive_cysteine
SUV420H1,broadly_reactive_cysteine
VPS26B,broadly_reactive_cysteine
LARP7,broadly_reactive_cysteine
NADKD1,broadly_reactive_cysteine
ACSF3,broadly_reactive_cysteine
PREPL,broadly_reactive_cysteine
TBC1D10B,broadly_reactive_cysteine
TPRN,broadly_reactive_cysteine
ANO6,broadly_reactive_cysteine
AASDH,broadly_reactive_cysteine
ARID4B,broadly_reactive_cysteine
GRIPAP1,broadly_reactive_cysteine
CCDC58,broadly_reactive_cysteine
FLYWCH1,broadly_reactive_cysteine
SYTL3,broadly_reactive_cysteine
TIGD2,broadly_reactive_cysteine
GREB1,broadly_reactive_cysteine
C19orf6,broadly_reactive_cysteine
PAN2,broadly_reactive_cysteine
C4orf46,broadly_reactive_cysteine
FAM98B,broadly_reactive_cysteine
EPC2,broadly_reactive_cysteine
ZNF585B,broadly_reactive_cysteine
PDCD4,broadly_reactive_cysteine
FNDC3B,broadly_reactive_cysteine
CRTC2,broadly_reactive_cysteine
CEP55,broadly_reactive_cysteine
C11orf73,broadly_reactive_cysteine
PLEKHO1,broadly_reactive_cysteine
PARP10,broadly_reactive_cysteine
HSD17B12,broadly_reactive_cysteine
GLE1,broadly_reactive_cysteine
USP39,broadly_reactive_cysteine
KLHL22,broadly_reactive_cysteine
AGK,broadly_reactive_cysteine
SETMAR,broadly_reactive_cysteine
TRMT12,broadly_reactive_cysteine
AKIRIN2,broadly_reactive_cysteine
LACTB2,broadly_reactive_cysteine
PYCRL,broadly_reactive_cysteine
TSSC1,broadly_reactive_cysteine
CDCA8,broadly_reactive_cysteine
SMUG1,broadly_reactive_cysteine
LBH,broadly_reactive_cysteine
ARHGAP15,broadly_reactive_cysteine
FASTKD1,broadly_reactive_cysteine
ANKRD39,broadly_reactive_cysteine
BOLA3,broadly_reactive_cysteine
HS1BP3,broadly_reactive_cysteine
TAF1B,broadly_reactive_cysteine
INO80D,broadly_reactive_cysteine
WDR81,broadly_reactive_cysteine
SGOL2,broadly_reactive_cysteine
CCDC93,broadly_reactive_cysteine
MPV17L2,broadly_reactive_cysteine
ESCO2,broadly_reactive_cysteine
OCIAD2,broadly_reactive_cysteine
PAN3,broadly_reactive_cysteine
PLEKHG4,broadly_reactive_cysteine
DCAF6,broadly_reactive_cysteine
ODF2,broadly_reactive_cysteine
C19orf54,broadly_reactive_cysteine
ZNF326,broadly_reactive_cysteine
NOM1,broadly_reactive_cysteine
DALRD3,broadly_reactive_cysteine
ZC3H12A,broadly_reactive_cysteine
ZNF628,broadly_reactive_cysteine
RILPL1,broadly_reactive_cysteine
CMPK2,broadly_reactive_cysteine
CENPW,broadly_reactive_cysteine
CARD16,broadly_reactive_cysteine
DNAJC21,broadly_reactive_cysteine
SGOL1,broadly_reactive_cysteine
ESCO1,broadly_reactive_cysteine
HERC4,broadly_reactive_cysteine
FREM1,broadly_reactive_cysteine
BCORL1,broadly_reactive_cysteine
PPP6R3,broadly_reactive_cysteine
DCAF17,broadly_reactive_cysteine
DDX60L,broadly_reactive_cysteine
ZNF766,broadly_reactive_cysteine
KIAA2026,broadly_reactive_cysteine
RABL3,broadly_reactive_cysteine
FAM76B,broadly_reactive_cysteine
COQ5,broadly_reactive_cysteine
NHSL2,broadly_reactive_cysteine
EMC4,broadly_reactive_cysteine
ZNF831,broadly_reactive_cysteine
NOMO2,broadly_reactive_cysteine
EARS2,broadly_reactive_cysteine
C3orf38,broadly_reactive_cysteine
MIA3,broadly_reactive_cysteine
PITRM1,broadly_reactive_cysteine
PSMG4,broadly_reactive_cysteine
WDR44,broadly_reactive_cysteine
DOCK11,broadly_reactive_cysteine
FGD3,broadly_reactive_cysteine
PRRC2B,broadly_reactive_cysteine
TJAP1,broadly_reactive_cysteine
RRP12,broadly_reactive_cysteine
C1orf31,broadly_reactive_cysteine
TOR1AIP1,broadly_reactive_cysteine
CEP78,broadly_reactive_cysteine
AARS2,broadly_reactive_cysteine
PCID2,broadly_reactive_cysteine
ZNF484,broadly_reactive_cysteine
HABP4,broadly_reactive_cysteine
DOPEY1,broadly_reactive_cysteine
MIIP,broadly_reactive_cysteine
EPHA10,broadly_reactive_cysteine
SLC27A3,broadly_reactive_cysteine
SAMD9,broadly_reactive_cysteine
SPECC1,broadly_reactive_cysteine
RNFT1,broadly_reactive_cysteine
WDR45L,broadly_reactive_cysteine
WIPI1,broadly_reactive_cysteine
EOGT,broadly_reactive_cysteine
BRMS1L,broadly_reactive_cysteine
TBCEL,broadly_reactive_cysteine
DNTTIP2,broadly_reactive_cysteine
DCAF10,broadly_reactive_cysteine
RABGAP1L,broadly_reactive_cysteine
TTC38,broadly_reactive_cysteine
COX20,broadly_reactive_cysteine
EXOSC6,broadly_reactive_cysteine
RBM48,broadly_reactive_cysteine
TMEM201,broadly_reactive_cysteine
HIATL1,broadly_reactive_cysteine
NUP188,broadly_reactive_cysteine
HP1BP3,broadly_reactive_cysteine
SLC25A30,broadly_reactive_cysteine
