,ensembl_gene_id,hgnc_symbol,entrezgene,gene_biotype,percentage_gc_content,cds_length,chromosome_name
7604,ENSG00000137142,IGFBPL1,347252,protein_coding,49.74,837,9
7605,ENSG00000137145,DENND4C,55667,protein_coding,38.75,5877,9
7606,ENSG00000137154,RPS6,6194,protein_coding,40.73,750,9
7607,ENSG00000137161,CNPY3,10695,protein_coding,50.57,837,6
7608,ENSG00000137166,FOXP4,116113,protein_coding,54.7,2043,6
7609,ENSG00000137168,PPIL1,51645,protein_coding,44.26,501,6
7610,ENSG00000137171,KLC4,89953,protein_coding,52,1914,6
7611,ENSG00000137177,KIF13A,63971,protein_coding,40.89,5538,6
7612,ENSG00000137185,ZSCAN9,7746,protein_coding,43.42,1338,6
7613,ENSG00000137193,PIM1,5292,protein_coding,53.6,942,6
7614,ENSG00000137197,CDSN,1041,protein_coding,52.48,1587,CHR_HSCHR6_MHC_COX_CTG1
7615,ENSG00000137198,GMPR,2766,protein_coding,47.83,1038,6
7616,ENSG00000137200,CMTR1,23070,protein_coding,45.88,2508,6
7617,ENSG00000137203,TFAP2A,7020,protein_coding,47.57,1320,6
7618,ENSG00000137204,SLC22A7,10864,protein_coding,53.71,1647,6
7619,ENSG00000137207,YIPF3,25844,protein_coding,52.46,1071,6
7620,ENSG00000137210,TMEM14B,81853,protein_coding,42.53,456,6
7621,ENSG00000137216,TMEM63B,55362,protein_coding,54.28,2499,6
7622,ENSG00000137218,FRS3,10817,protein_coding,54,1479,6
7623,ENSG00000137221,TJAP1,93643,protein_coding,51.18,1674,6
7624,ENSG00000137225,CAPN11,11131,protein_coding,51.57,2220,6
7625,ENSG00000137251,TINAG,27283,protein_coding,34.78,1431,6
7626,ENSG00000137252,HCRTR2,3062,protein_coding,35.17,1335,6
7627,ENSG00000137261,KIAA0319,9856,protein_coding,41.54,3219,6
7628,ENSG00000137265,IRF4,3662,protein_coding,48.33,1356,6
7629,ENSG00000137266,SLC22A23,63027,protein_coding,47.61,2085,6
7630,ENSG00000137267,TUBB2A,7280,protein_coding,56.17,1338,6
7631,ENSG00000137269,LRRC1,55227,protein_coding,39.72,1575,6
7632,ENSG00000137270,GCM1,8521,protein_coding,42.43,1311,6
7633,ENSG00000137273,FOXF2,2295,protein_coding,59.87,1335,6
7634,ENSG00000137274,BPHL,670,protein_coding,47.11,876,6
7635,ENSG00000137275,RIPK1,8737,protein_coding,45.29,2016,6
7636,ENSG00000137285,TUBB2B,347733,protein_coding,56.75,1338,6
7637,ENSG00000137288,UQCC2,84300,protein_coding,49.22,381,6
7638,ENSG00000137309,HMGA1,3159,protein_coding,57.83,324,6
7639,ENSG00000137310,TCF19,6941,protein_coding,51.1,1038,6
7640,ENSG00000137312,FLOT1,10211,protein_coding,49.72,1284,6
7641,ENSG00000137313,TRIM26,7726,protein_coding,46.88,1620,CHR_HSCHR6_MHC_QBL_CTG1
7642,ENSG00000137321,RANP1,NA,processed_pseudogene,46.85,NA,CHR_HSCHR6_MHC_SSTO_CTG1
7643,ENSG00000137331,IER3,8870,protein_coding,58.55,471,6
7644,ENSG00000137332,DDR1,780,protein_coding,56.63,2742,CHR_HSCHR6_MHC_COX_CTG1
7645,ENSG00000137332,DDR1,100616237,protein_coding,56.63,2742,CHR_HSCHR6_MHC_COX_CTG1
7646,ENSG00000137337,MDC1,9656,protein_coding,48.84,6270,6
7647,ENSG00000137338,PGBD1,84547,protein_coding,39.87,2430,6
7648,ENSG00000137343,ATAT1,79969,protein_coding,48.87,1266,6
7649,ENSG00000137345,MOG,4340,protein_coding,45.73,888,CHR_HSCHR6_MHC_QBL_CTG1
7650,ENSG00000137364,TPMT,7172,protein_coding,41.46,738,6
7651,ENSG00000137384,TRIM15,89870,protein_coding,47.11,1398,CHR_HSCHR6_MHC_QBL_CTG1
7652,ENSG00000137392,CLPS,1208,protein_coding,56.07,339,6
7653,ENSG00000137393,RNF144B,255488,protein_coding,39.19,912,6
7654,ENSG00000137394,TRIM10,10107,protein_coding,45.76,1446,CHR_HSCHR6_MHC_QBL_CTG1
7655,ENSG00000137397,TRIM31,11074,protein_coding,47.13,1278,CHR_HSCHR6_MHC_QBL_CTG1
7656,ENSG00000137403,HLA-F,3134,protein_coding,45.02,1329,CHR_HSCHR6_MHC_COX_CTG1
7657,ENSG00000137404,NRM,11270,protein_coding,55.1,789,6
7658,ENSG00000137409,MTCH1,23787,protein_coding,52.18,1185,6
7659,ENSG00000137411,VARS2,57176,protein_coding,53.81,3282,6
7660,ENSG00000137413,TAF8,129685,protein_coding,45.88,1017,6
7661,ENSG00000137414,FAM8A1,51439,protein_coding,40.23,1242,6
7662,ENSG00000137434,C6orf52,347744,protein_coding,41.8,459,6
7663,ENSG00000137440,FGFBP1,9982,protein_coding,46.44,705,4
7664,ENSG00000137441,FGFBP2,83888,protein_coding,45.47,672,4
7665,ENSG00000137449,CPEB2,132864,protein_coding,34.97,3105,4
7666,ENSG00000137460,FHDC1,85462,protein_coding,44.96,3432,4
7667,ENSG00000137462,TLR2,7097,protein_coding,39.33,2355,4
7668,ENSG00000137463,MGARP,84709,protein_coding,40.7,723,4
7669,ENSG00000137473,TTC29,83894,protein_coding,36.5,1506,4
7670,ENSG00000137474,MYO7A,4647,protein_coding,55.05,6648,11
7671,ENSG00000137478,FCHSD2,9873,protein_coding,38.87,2295,11
7672,ENSG00000137486,ARRB1,408,protein_coding,51.96,1257,11
7673,ENSG00000137491,SLCO2B1,11309,protein_coding,47.99,2130,11
7674,ENSG00000137492,THAP12,5612,protein_coding,40.11,2286,11
7675,ENSG00000137494,ANKRD42,338699,protein_coding,39.11,1584,11
7676,ENSG00000137496,IL18BP,10068,protein_coding,57.03,600,11
7677,ENSG00000137497,NUMA1,4926,protein_coding,46.62,6348,11
7678,ENSG00000137500,CCDC90B,60492,protein_coding,37.59,765,11
7679,ENSG00000137501,SYTL2,54843,protein_coding,40.22,6672,11
7680,ENSG00000137502,RAB30,27314,protein_coding,41.21,612,11
7681,ENSG00000137504,CREBZF,58487,protein_coding,40.72,1077,11
7682,ENSG00000137507,LRRC32,2615,protein_coding,56.19,1989,11
7683,ENSG00000137509,PRCP,5547,protein_coding,39.37,1554,11
7684,ENSG00000137513,NARS2,79731,protein_coding,38.77,1434,11
7685,ENSG00000137522,RNF121,55298,protein_coding,42.67,984,11
7686,ENSG00000137547,MRPL15,29088,protein_coding,43.26,891,8
7687,ENSG00000137558,PI15,51050,protein_coding,34.88,777,8
7688,ENSG00000137561,TTPA,7274,protein_coding,38.43,837,8
7689,ENSG00000137563,GGH,8836,protein_coding,38.86,957,8
7690,ENSG00000137571,SLCO5A1,81796,protein_coding,40.04,2547,8
7691,ENSG00000137573,SULF1,23213,protein_coding,40.34,2616,8
7692,ENSG00000137574,TGS1,96764,protein_coding,40.02,2562,8
7693,ENSG00000137575,SDCBP,6386,protein_coding,35.86,957,8
7694,ENSG00000137601,NEK1,4750,protein_coding,37.08,3861,4
7695,ENSG00000137628,DDX60,55601,protein_coding,36.27,5139,4
7696,ENSG00000137634,NXPE4,54827,protein_coding,39.27,1635,11
7697,ENSG00000137642,SORL1,6653,protein_coding,43.56,6645,11
7698,ENSG00000137648,TMPRSS4,56649,protein_coding,48.55,1314,11
7699,ENSG00000137656,BUD13,84811,protein_coding,41.56,1860,11
7700,ENSG00000137672,TRPC6,7225,protein_coding,37.74,2796,11
7701,ENSG00000137673,MMP7,4316,protein_coding,37.54,804,11
7702,ENSG00000137674,MMP20,9313,protein_coding,39.65,1452,11
7703,ENSG00000137675,MMP27,64066,protein_coding,39.22,1542,11
7704,ENSG00000137691,C11orf70,85016,protein_coding,39.98,804,11
7705,ENSG00000137692,DCUN1D5,84259,protein_coding,36.06,714,11
7706,ENSG00000137693,YAP1,10413,protein_coding,38.63,1527,11
7707,ENSG00000137699,TRIM29,23650,protein_coding,48.87,1767,11
7708,ENSG00000137700,SLC37A4,2542,protein_coding,55.91,1356,11
7709,ENSG00000137707,BTG4,54766,protein_coding,37.15,672,11
7710,ENSG00000137709,POU2F3,25833,protein_coding,48.07,1317,11
7711,ENSG00000137710,RDX,5962,protein_coding,39.96,1815,11
7712,ENSG00000137713,PPP2R1B,5519,protein_coding,44.57,2004,11
7713,ENSG00000137714,FDX1,2230,protein_coding,39.82,555,11
7714,ENSG00000137720,C11orf1,64776,protein_coding,42.92,573,11
7715,ENSG00000137726,FXYD6,53826,protein_coding,48.09,336,11
7716,ENSG00000137727,ARHGAP20,57569,protein_coding,36.75,3576,11
7717,ENSG00000137731,FXYD2,486,protein_coding,51.98,201,11
7718,ENSG00000137745,MMP13,4322,protein_coding,36.44,1470,11
7719,ENSG00000137747,TMPRSS13,84000,protein_coding,52.18,1761,11
7720,ENSG00000137752,CASP1,834,protein_coding,36.98,1215,11
7721,ENSG00000137757,CASP5,838,protein_coding,37.19,1344,11
7722,ENSG00000137760,ALKBH8,91801,protein_coding,36.18,2004,11
7723,ENSG00000137764,MAP2K5,5607,protein_coding,39.55,1347,15
7724,ENSG00000137766,UNC13C,440279,protein_coding,36.05,6645,15
7725,ENSG00000137767,SQRDL,58472,protein_coding,44.92,1353,15
7726,ENSG00000137770,CTDSPL2,51496,protein_coding,40.06,1401,15
7727,ENSG00000137776,SLTM,79811,protein_coding,38.73,3105,15
7728,ENSG00000137801,THBS1,7057,protein_coding,43.51,3513,15
7729,ENSG00000137802,MAPKBP1,23005,protein_coding,49.09,4545,15
7730,ENSG00000137804,NUSAP1,51203,protein_coding,44.52,1326,15
7731,ENSG00000137806,NDUFAF1,51103,protein_coding,46.09,984,15
7732,ENSG00000137807,KIF23,9493,protein_coding,39.36,2883,15
7733,ENSG00000137808,,NA,processed_transcript,41.12,NA,15
7734,ENSG00000137809,ITGA11,22801,protein_coding,49.23,3570,15
7735,ENSG00000137812,KNL1,57082,protein_coding,41.23,7029,15
7736,ENSG00000137814,HAUS2,55142,protein_coding,42.11,708,15
7737,ENSG00000137815,RTF1,23168,protein_coding,45.65,2133,15
7738,ENSG00000137817,PARP6,56965,protein_coding,43.94,1893,15
7739,ENSG00000137818,RPLP1,6176,protein_coding,47.38,345,15
7740,ENSG00000137819,PAQR5,54852,protein_coding,46.86,993,15
7741,ENSG00000137821,LRRC49,54839,protein_coding,38.17,2076,15
7742,ENSG00000137822,TUBGCP4,27229,protein_coding,42.65,2004,15
7743,ENSG00000137824,RMDN3,55177,protein_coding,49.18,1413,15
7744,ENSG00000137825,ITPKA,3706,protein_coding,59.71,1386,15
7745,ENSG00000137831,UACA,55075,protein_coding,37.36,4251,15
7746,ENSG00000137834,SMAD6,4091,protein_coding,50.83,1491,15
7747,ENSG00000137841,PLCB2,5330,protein_coding,56.84,3558,15
7748,ENSG00000137842,TMEM62,80021,protein_coding,40.55,1932,15
7749,ENSG00000137843,PAK6,56924,protein_coding,55.24,2046,15
7750,ENSG00000137843,PAK6,106821730,protein_coding,55.24,2046,15
7751,ENSG00000137845,ADAM10,102,protein_coding,37.38,2247,15
7752,ENSG00000137857,DUOX1,53905,protein_coding,52.9,4656,15
7753,ENSG00000137860,SLC28A2,9153,protein_coding,41.15,1977,15
7754,ENSG00000137868,STRA6,64220,protein_coding,55.21,2121,15
7755,ENSG00000137869,CYP19A1,1588,protein_coding,44.07,1512,15
7756,ENSG00000137871,ZNF280D,145783,protein_coding,37.52,2940,15
7757,ENSG00000137871,ZNF280D,54816,protein_coding,37.52,2940,15
7758,ENSG00000137872,SEMA6D,80031,protein_coding,38.82,3222,15
7759,ENSG00000137875,BCL2L10,10017,protein_coding,52.23,726,15
7760,ENSG00000137876,RSL24D1,51187,protein_coding,36.26,492,15
7761,ENSG00000137877,SPTBN5,51332,protein_coding,59.31,11025,15
7762,ENSG00000137878,GCOM1,145781,protein_coding,41.36,2298,15
7763,ENSG00000137880,GCHFR,2644,protein_coding,57.52,255,15
7764,ENSG00000137936,BCAR3,8412,protein_coding,45.08,2478,1
7765,ENSG00000137941,TTLL7,79739,protein_coding,35.53,2664,1
7766,ENSG00000137942,FNBP1L,54874,protein_coding,37.34,1830,1
7767,ENSG00000137944,KYAT3,56267,protein_coding,38.59,1365,1
7768,ENSG00000137947,GTF2B,2959,protein_coding,39.88,951,1
7769,ENSG00000137948,BRDT,676,protein_coding,39.43,2856,1
7770,ENSG00000137955,RABGGTB,5876,protein_coding,37.86,996,1
7771,ENSG00000137959,IFI44L,10964,protein_coding,34.5,1359,1
7772,ENSG00000137960,GIPC2,54810,protein_coding,38.79,948,1
7773,ENSG00000137962,ARHGAP29,9411,protein_coding,38.07,3786,1
7774,ENSG00000137965,IFI44,10561,protein_coding,35.31,1335,1
7775,ENSG00000137968,SLC44A5,204962,protein_coding,36.99,2160,1
7776,ENSG00000137970,RPL7P9,NA,processed_pseudogene,42.97,NA,1
7777,ENSG00000137975,CLCA2,9635,protein_coding,37.98,2832,1
7778,ENSG00000137976,DNASE2B,58511,protein_coding,39.33,1086,1
7779,ENSG00000137992,DBT,1629,protein_coding,39.15,1449,1
7780,ENSG00000137996,RTCA,8634,protein_coding,39.07,1140,1
7781,ENSG00000138002,IFT172,26160,protein_coding,45.51,5250,2
7782,ENSG00000138018,SELENOI,85465,protein_coding,42.63,1194,2
7783,ENSG00000138028,CGREF1,10669,protein_coding,50.24,1323,2
7784,ENSG00000138029,HADHB,3032,protein_coding,41.22,1425,2
7785,ENSG00000138030,KHK,3795,protein_coding,53.12,897,2
7786,ENSG00000138031,ADCY3,109,protein_coding,50.99,3438,2
7787,ENSG00000138032,PPM1B,5495,protein_coding,38.72,1440,2
7788,ENSG00000138035,PNPT1,87178,protein_coding,39.78,2352,2
7789,ENSG00000138036,DYNC2LI1,51626,protein_coding,37.57,1059,2
7790,ENSG00000138039,LHCGR,3973,protein_coding,41.23,2100,2
7791,ENSG00000138050,THUMPD2,80745,protein_coding,36.6,1512,2
7792,ENSG00000138061,CYP1B1,1545,protein_coding,44.41,1632,2
7793,ENSG00000138068,SULT6B1,391365,protein_coding,41.42,912,2
7794,ENSG00000138069,RAB1A,5861,protein_coding,42.71,618,2
7795,ENSG00000138071,ACTR2,10097,protein_coding,39.48,1200,2
7796,ENSG00000138073,PREB,10113,protein_coding,57.47,1254,2
7797,ENSG00000138074,SLC5A6,8884,protein_coding,53.48,1908,2
7798,ENSG00000138075,ABCG5,64240,protein_coding,45.18,1956,2
7799,ENSG00000138078,PREPL,9581,protein_coding,37.28,2184,2
7800,ENSG00000138079,SLC3A1,6519,protein_coding,41.62,2058,2
7801,ENSG00000138080,EMILIN1,11117,protein_coding,61.63,3051,2
7802,ENSG00000138081,FBXO11,80204,protein_coding,39.46,2784,2
7803,ENSG00000138083,SIX3,6496,protein_coding,57.2,999,2
7804,ENSG00000138085,ATRAID,51374,protein_coding,45.56,855,2
7805,ENSG00000138092,CENPO,79172,protein_coding,43.93,903,2
7806,ENSG00000138095,LRPPRC,10128,protein_coding,37.13,4185,2
7807,ENSG00000138100,TRIM54,57159,protein_coding,47.7,1203,2
7808,ENSG00000138101,DTNB,1838,protein_coding,41.46,1884,2
7809,ENSG00000138107,ACTR1A,10121,protein_coding,50.48,1131,10
7810,ENSG00000138109,CYP2C9,1559,protein_coding,37.78,1473,10
7811,ENSG00000138111,MFSD13A,79847,protein_coding,53.46,1554,10
7812,ENSG00000138115,CYP2C8,1558,protein_coding,37.59,1473,10
7813,ENSG00000138119,MYOF,26509,protein_coding,44.36,6186,10
7814,ENSG00000138131,LOXL4,84171,protein_coding,53.26,2271,10
7815,ENSG00000138134,STAMBPL1,57559,protein_coding,39.34,1386,10
7816,ENSG00000138135,CH25H,9023,protein_coding,48.28,819,10
7817,ENSG00000138136,LBX1,10660,protein_coding,61.97,846,10
7818,ENSG00000138138,ATAD1,84896,protein_coding,36.12,1086,10
7819,ENSG00000138152,BTBD16,118663,protein_coding,45.42,1521,10
7820,ENSG00000138160,KIF11,3832,protein_coding,39.18,3171,10
7821,ENSG00000138161,CUZD1,50624,protein_coding,41,1824,10
7822,ENSG00000138162,TACC2,10579,protein_coding,48.29,8847,10
7823,ENSG00000138166,DUSP5,1847,protein_coding,49.09,1155,10
7824,ENSG00000138172,CALHM2,51063,protein_coding,55.67,972,10
7825,ENSG00000138175,ARL3,403,protein_coding,44.57,549,10
7826,ENSG00000138180,CEP55,55165,protein_coding,40.68,1395,10
7827,ENSG00000138182,KIF20B,9585,protein_coding,35.15,5463,10
7828,ENSG00000138185,ENTPD1,953,protein_coding,40.87,1569,10
7829,ENSG00000138190,EXOC6,54536,protein_coding,37.36,2415,10
7830,ENSG00000138193,PLCE1,51196,protein_coding,41.18,6909,10
7831,ENSG00000138207,RBP4,5950,protein_coding,49.28,606,10
7832,ENSG00000138231,DBR1,51163,protein_coding,39.44,1635,3
7833,ENSG00000138246,DNAJC13,23317,protein_coding,36.8,6732,3
7834,ENSG00000138271,GPR87,53836,protein_coding,39.89,1077,3
7835,ENSG00000138279,ANXA7,310,protein_coding,40.79,1467,10
7836,ENSG00000138286,FAM149B1,317662,protein_coding,39.89,1749,10
7837,ENSG00000138303,ASCC1,51008,protein_coding,41.33,1203,10
7838,ENSG00000138308,PLA2G12B,84647,protein_coding,41.91,588,10
7839,ENSG00000138311,ZNF365,22891,protein_coding,40.26,1389,10
7840,ENSG00000138315,OIT3,170392,protein_coding,41.76,1638,10
7841,ENSG00000138316,ADAMTS14,140766,protein_coding,52.87,3681,10
7842,ENSG00000138326,RPS24,6229,protein_coding,47.43,870,10
7843,ENSG00000138336,TET1,80312,protein_coding,42.09,6411,10
7844,ENSG00000138346,DNA2,1763,protein_coding,42.26,3183,10
7845,ENSG00000138347,MYPN,84665,protein_coding,40.59,3963,10
7846,ENSG00000138356,AOX1,316,protein_coding,41.56,4017,2
7847,ENSG00000138363,ATIC,471,protein_coding,41.16,1779,2
7848,ENSG00000138375,SMARCAL1,50485,protein_coding,43.15,2865,2
7849,ENSG00000138376,BARD1,580,protein_coding,36.39,2334,2
7850,ENSG00000138378,STAT4,6775,protein_coding,37.27,2247,2
7851,ENSG00000138379,MSTN,2660,protein_coding,32.85,1128,2
7852,ENSG00000138380,CARF,79800,protein_coding,38.49,2178,2
7853,ENSG00000138381,ASNSD1,54529,protein_coding,37.75,1932,2
7854,ENSG00000138382,METTL5,29081,protein_coding,39.58,735,2
7855,ENSG00000138385,SSB,6741,protein_coding,39.88,1227,2
7856,ENSG00000138386,NAB1,4664,protein_coding,37.7,1464,2
7857,ENSG00000138395,CDK15,65061,protein_coding,40.84,1290,2
7858,ENSG00000138398,PPIG,9360,protein_coding,37.96,2265,2
7859,ENSG00000138399,FASTKD1,79675,protein_coding,37.97,2544,2
7860,ENSG00000138400,MDH1B,130752,protein_coding,40.67,1557,2
7861,ENSG00000138411,HECW2,57520,protein_coding,39.16,4719,2
7862,ENSG00000138413,IDH1,3417,protein_coding,41.27,1245,2
7863,ENSG00000138430,OLA1,29789,protein_coding,36.5,1251,2
7864,ENSG00000138433,CIR1,9541,protein_coding,37.69,1353,2
7865,ENSG00000138434,SSFA2,6744,protein_coding,35.71,3780,2
7866,ENSG00000138435,CHRNA1,1134,protein_coding,44.45,1449,2
7867,ENSG00000138439,FAM117B,150864,protein_coding,39.53,1770,2
7868,ENSG00000138442,WDR12,55759,protein_coding,39.21,1272,2
7869,ENSG00000138443,ABI2,10152,protein_coding,39.51,1542,2
7870,ENSG00000138448,ITGAV,3685,protein_coding,35.78,3147,2
7871,ENSG00000138449,SLC40A1,30061,protein_coding,38.25,1716,2
7872,ENSG00000138459,SLC35A5,55032,protein_coding,38.43,1275,3
7873,ENSG00000138463,DIRC2,84925,protein_coding,38.14,1437,3
7874,ENSG00000138468,SENP7,57337,protein_coding,37.56,3153,3
7875,ENSG00000138472,GUCA1C,9626,protein_coding,39.06,630,3
7876,ENSG00000138483,CCDC54,84692,protein_coding,39.61,987,3
7877,ENSG00000138495,COX17,10063,protein_coding,41.28,297,3
7878,ENSG00000138496,PARP9,83666,protein_coding,42.46,2565,3
7879,ENSG00000138587,MNS1,55329,protein_coding,35.19,1488,15
7880,ENSG00000138592,USP8,9101,protein_coding,39.77,3357,15
7881,ENSG00000138593,SECISBP2L,9728,protein_coding,36.79,3306,15
7882,ENSG00000138594,TMOD3,29766,protein_coding,41.02,1059,15
7883,ENSG00000138600,SPPL2A,84888,protein_coding,40.43,1563,15
7884,ENSG00000138604,GLCE,26035,protein_coding,36.64,1854,15
7885,ENSG00000138606,SHF,90525,protein_coding,50.88,1272,15
7886,ENSG00000138613,APH1B,83464,protein_coding,40.76,774,15
7887,ENSG00000138614,VWA9,81556,protein_coding,40.67,1665,15
7888,ENSG00000138615,CILP,8483,protein_coding,49.97,3555,15
7889,ENSG00000138617,PARP16,54956,protein_coding,46.92,972,15
7890,ENSG00000138621,PPCDC,60490,protein_coding,47.94,615,15
7891,ENSG00000138622,HCN4,10021,protein_coding,55.08,3612,15
7892,ENSG00000138623,SEMA7A,8482,protein_coding,57.93,2001,15
7893,ENSG00000138629,UBL7,84993,protein_coding,47.95,1143,15
7894,ENSG00000138639,ARHGAP24,83478,protein_coding,36.75,2247,4
7895,ENSG00000138640,FAM13A,10144,protein_coding,38.27,3072,4
7896,ENSG00000138641,HERC3,8916,protein_coding,39.32,3153,4
7897,ENSG00000138642,HERC6,55008,protein_coding,39.67,3069,4
7898,ENSG00000138646,HERC5,51191,protein_coding,39.4,3075,4
7899,ENSG00000138650,PCDH10,57575,protein_coding,33.92,3123,4
7900,ENSG00000138653,NDST4,64579,protein_coding,34.58,2619,4
7901,ENSG00000138658,ZGRF1,55345,protein_coding,37.99,6315,4
7902,ENSG00000138660,AP1AR,55435,protein_coding,36.49,909,4
7903,ENSG00000138663,COPS4,51138,protein_coding,40.06,1317,4
7904,ENSG00000138668,HNRNPD,3184,protein_coding,38.75,1068,4
7905,ENSG00000138669,PRKG2,5593,protein_coding,37.14,2289,4
7906,ENSG00000138670,RASGEF1B,153020,protein_coding,39.05,1683,4
7907,ENSG00000138674,SEC31A,22872,protein_coding,38.78,3756,4
7908,ENSG00000138675,FGF5,2250,protein_coding,37.24,807,4
7909,ENSG00000138678,GPAT3,84803,protein_coding,40.09,1305,4
7910,ENSG00000138684,IL21,59067,protein_coding,38.63,489,4
7911,ENSG00000138685,FGF2,2247,protein_coding,38.74,867,4
7912,ENSG00000138686,BBS7,55212,protein_coding,35.63,2148,4
7913,ENSG00000138688,KIAA1109,84162,protein_coding,34.76,15018,4
7914,ENSG00000138696,BMPR1B,658,protein_coding,36.7,1599,4
7915,ENSG00000138698,RAP1GDS1,5910,protein_coding,36.01,1827,4
7916,ENSG00000138709,LARP1B,55132,protein_coding,39.11,2745,4
7917,ENSG00000138722,MMRN1,22915,protein_coding,33.75,3687,4
7918,ENSG00000138735,PDE5A,8654,protein_coding,36.45,2628,4
7919,ENSG00000138738,PRDM5,11107,protein_coding,37.44,1893,4
7920,ENSG00000138741,TRPC3,7222,protein_coding,37.83,2766,4
7921,ENSG00000138744,NAAA,27163,protein_coding,44.41,1080,4
7922,ENSG00000138750,NUP54,53371,protein_coding,36.8,1524,4
7923,ENSG00000138755,CXCL9,4283,protein_coding,38.46,378,4
7924,ENSG00000138756,BMP2K,55589,protein_coding,35.68,3486,4
7925,ENSG00000138757,G3BP2,9908,protein_coding,41.77,1449,4
7926,ENSG00000138758,SEPT11,55752,protein_coding,40.66,1320,4
7927,ENSG00000138759,FRAS1,80144,protein_coding,39.75,12039,4
7928,ENSG00000138760,SCARB2,950,protein_coding,41.24,1437,4
7929,ENSG00000138764,CCNG2,901,protein_coding,43.19,1035,4
7930,ENSG00000138767,CNOT6L,246175,protein_coding,36.25,1689,4
7931,ENSG00000138768,USO1,8615,protein_coding,37.52,2922,4
7932,ENSG00000138769,CDKL2,8999,protein_coding,39.33,1713,4
7933,ENSG00000138771,SHROOM3,57619,protein_coding,41.27,5991,4
7934,ENSG00000138772,ANXA3,306,protein_coding,39.99,972,4
7935,ENSG00000138777,PPA2,27068,protein_coding,36.65,1005,4
7936,ENSG00000138778,CENPE,1062,protein_coding,34.67,8106,4
7937,ENSG00000138780,GSTCD,79807,protein_coding,35.68,1902,4
7938,ENSG00000138785,INTS12,57117,protein_coding,36.56,1389,4
7939,ENSG00000138792,ENPEP,2028,protein_coding,38.57,2874,4
7940,ENSG00000138794,CASP6,839,protein_coding,44.61,882,4
7941,ENSG00000138795,LEF1,51176,protein_coding,40.02,1200,4
7942,ENSG00000138796,HADH,3033,protein_coding,43.13,1173,4
7943,ENSG00000138798,EGF,1950,protein_coding,39.15,3624,4
7944,ENSG00000138801,PAPSS1,9061,protein_coding,38.61,1875,4
7945,ENSG00000138802,SEC24B,10427,protein_coding,37.89,3897,4
7946,ENSG00000138813,C4orf17,84103,protein_coding,37.59,1080,4
7947,ENSG00000138814,PPP3CA,5530,protein_coding,35.79,1566,4
7948,ENSG00000138821,SLC39A8,64116,protein_coding,38.15,1383,4
7949,ENSG00000138823,MTTP,4547,protein_coding,35.98,2766,4
7950,ENSG00000138829,FBN2,2201,protein_coding,37.12,8739,5
7951,ENSG00000138834,MAPK8IP3,23162,protein_coding,56.84,4014,16
7952,ENSG00000138835,RGS3,5998,protein_coding,48.79,3597,9
7953,ENSG00000138867,GUCD1,83606,protein_coding,55.14,891,22
7954,ENSG00000138892,TTLL8,NA,protein_coding,53.91,2549,22
7955,ENSG00000138942,RNF185,91445,protein_coding,44.98,579,22
7956,ENSG00000138944,KIAA1644,85352,protein_coding,53.43,600,22
7957,ENSG00000138964,PARVG,64098,protein_coding,51.78,996,22
7958,ENSG00000139044,B4GALNT3,283358,protein_coding,49.06,2997,12
7959,ENSG00000139053,PDE6H,5149,protein_coding,39.68,252,12
7960,ENSG00000139055,ERP27,121506,protein_coding,38.43,822,12
7961,ENSG00000139083,ETV6,2120,protein_coding,43.19,1359,12
7962,ENSG00000139112,GABARAPL1,23710,protein_coding,44.11,441,12
7963,ENSG00000139116,KIF21A,55605,protein_coding,36.22,5025,12
7964,ENSG00000139117,CPNE8,144402,protein_coding,36.06,1695,12
7965,ENSG00000139131,YARS2,51067,protein_coding,39.51,1434,12
7966,ENSG00000139132,FGD4,121512,protein_coding,40.83,2712,12
7967,ENSG00000139133,ALG10,84920,protein_coding,36.5,1422,12
7968,ENSG00000139144,PIK3C2G,5288,protein_coding,35.7,4461,12
7969,ENSG00000139146,FAM60A,58516,protein_coding,41.46,666,12
7970,ENSG00000139151,PLCZ1,89869,protein_coding,35.77,1827,12
7971,ENSG00000139154,AEBP2,121536,protein_coding,40.33,1554,12
7972,ENSG00000139155,SLCO1C1,53919,protein_coding,34.9,2193,12
7973,ENSG00000139160,ETFBKMT,254013,protein_coding,42.44,789,12
7974,ENSG00000139163,ETNK1,55500,protein_coding,34.4,1359,12
7975,ENSG00000139168,ZCRB1,85437,protein_coding,37.28,654,12
7976,ENSG00000139173,TMEM117,84216,protein_coding,37.35,1545,12
7977,ENSG00000139174,PRICKLE1,144165,protein_coding,41.36,2496,12
7978,ENSG00000139178,C1RL,51279,protein_coding,49.07,1464,12
7979,ENSG00000139180,NDUFA9,4704,protein_coding,39.57,1134,12
7980,ENSG00000139182,CLSTN3,9746,protein_coding,51.75,2907,12
7981,ENSG00000139187,KLRG1,10219,protein_coding,39.18,588,12
7982,ENSG00000139190,VAMP1,6843,protein_coding,48.87,357,12
7983,ENSG00000139192,TAPBPL,55080,protein_coding,50.43,1407,12
7984,ENSG00000139193,CD27,939,protein_coding,51.46,783,12
7985,ENSG00000139194,RBP5,83758,protein_coding,49.08,408,12
7986,ENSG00000139197,PEX5,5830,protein_coding,42.58,1983,12
7987,ENSG00000139200,PIANP,196500,protein_coding,58.42,849,12
7988,ENSG00000139209,SLC38A4,55089,protein_coding,36.56,1644,12
